time,Q_29,Q_24,Q_27,Q_67,Q_41,Q_39,Q_15,Q_62,Q_58,Q_53,Q_52,Q_48,Q_9,Q_56,Q_10,Q_33,Q_18,Q_38,Q_46,Q_14,Q_43,Q_32,Q_60,Q_55,Q_8,Q_74,Q_83,Q_86,Q_92,Q_72,Q_97,Q_88,Q_87,Q_82,Q_102,Q_94,Q_110,Q_111,Q_113,Q_114,Q_115,Q_116,Q_117,Q_118,Q_119,Q_120,Q_121,Q_122,Q_123
3.28136e+08,0.201744,0.505256,1.13899,1.98695,2.29827,3.94269,0.519606,1.81089,3.09814,0.720271,0.902186,0.660882,0.561165,0.249989,1.99286,0.308439,1.03235,0.272385,0.556308,0.688478,3.92844,0.210055,2.09317,0.259259,0.781797,2.22452,3.85663,3.06745,4.50016,1.00633,1.69231,6.077,3.50416,3.08835,2.61511,9.10932,3.17906,6.66545,6.77981,7.10397,7.15465,9.61737,10.9363,11.6863,14.9462,19.6832,25.9323,25.715,29.7734
3.2814e+08,0.202311,0.504978,1.15946,1.98638,2.39265,3.89982,0.519335,1.75002,3.3081,1.02122,1.21142,0.66069,0.659017,0.249852,2.09243,0.332971,0.981784,0.272277,0.556002,0.771308,2.5146,0.20994,2.02414,0.259117,0.782133,2.18497,3.77926,3.05332,4.6185,1.25857,1.56168,5.99858,4.13331,2.78497,2.79566,9.34899,3.21834,7.29757,7.26617,7.49723,7.65466,9.72235,11.952,11.7031,15.7478,20.5023,26.8465,26.5061,30.8603
3.28144e+08,0.20027,0.504701,1.14588,1.98579,2.35274,3.72603,0.519063,1.68182,3.17858,1.27124,0.831186,0.660492,0.769656,0.249715,2.25465,0.378496,0.936151,0.272163,0.555696,0.820603,2.12094,0.209824,1.9499,0.258975,0.782995,2.15927,3.72394,3.19983,3.13124,1.56573,1.66386,5.82437,4.39088,3.3844,2.70083,9.26066,3.35823,7.75692,7.8905,8.1326,8.09039,10.3525,12.1985,12.6531,15.7613,21.0411,27.7249,27.4259,30.9499
3.28147e+08,0.201473,0.504423,0.534968,1.9852,2.19856,3.46627,0.518792,0.738479,2.65303,1.08312,1.064,0.660289,0.393675,0.249578,2.10286,0.19787,0.689544,0.272052,0.55539,0.799647,2.06879,0.209709,1.58868,0.258832,0.781374,2.04662,3.02676,2.90839,2.94369,1.59817,1.76529,5.21519,4.77356,3.01168,2.71329,8.53352,3.22638,7.96866,8.18278,8.53854,8.75952,10.74,12.7919,12.9868,16.5081,21.5636,28.4113,28.2593,30.7965
3.28151e+08,0.20043,0.504146,0.634649,1.98461,1.96164,2.54417,0.518522,1.21562,2.34345,0.856685,0.281395,0.660083,0.435161,0.249441,1.46987,0.253271,0.536203,0.27194,0.555085,0.527334,2.06505,0.209593,1.45869,0.25869,0.780138,1.23588,2.91058,2.14324,2.9095,1.2919,1.38464,4.35971,4.84749,2.85875,2.99292,7.23417,3.35962,8.21514,8.37663,8.69499,8.96569,11.1872,13.4447,13.5252,16.4991,21.948,28.7742,28.8574,31.6608
3.28154e+08,0.201236,0.503869,0.58927,1.98402,1.74372,2.23304,0.518251,0.850735,2.02171,0.655129,0.915755,0.659872,0.415166,0.249304,1.2711,0.222685,0.537693,0.271828,0.55478,0.468387,2.0667,0.209478,1.2603,0.258548,0.779546,1.2968,3.21342,1.78473,2.90874,1.11742,1.43426,4.6232,3.93126,1.87127,2.71353,6.57029,3.5156,7.5194,8.24443,8.70054,9.16086,11.0886,13.3537,14.2768,16.1797,22.7164,28.9363,29.1513,31.9872
3.28158e+08,0.200549,0.503592,0.608305,1.98342,1.58139,2.1751,0.517981,1.12287,1.74921,0.572318,0.289095,0.659657,0.422829,0.249168,1.23729,0.238979,0.53496,0.271717,0.554475,0.4636,2.06852,0.209363,1.13161,0.258406,0.779267,1.25168,2.82601,1.82226,2.91031,0.957738,1.4134,4.31884,3.21514,2.38824,2.64853,6.54864,3.17088,6.43417,7.14933,7.8528,9.06026,11.0371,13.3177,14.3299,16.6166,21.3513,28.8874,29.2497,32.169
3.28162e+08,0.20108,0.503315,0.603402,1.98283,1.52947,2.16766,0.517711,0.922377,1.76442,0.526757,0.901913,0.659438,0.421804,0.249075,1.23416,0.23132,0.537213,0.271606,0.554171,0.464757,2.07004,0.209248,1.15158,0.258264,0.779128,1.26923,3.22683,1.75814,2.91182,0.923824,1.42078,4.18297,3.03275,1.62072,2.5946,5.93515,3.19241,6.20163,6.43788,6.85481,8.17294,10.6314,13.3563,14.2981,16.5835,21.909,28.6618,29.1437,32.1354
3.28165e+08,0.200616,0.503039,0.607143,1.98223,1.52765,2.16873,0.517442,1.07197,1.75629,0.531456,0.304558,0.659216,0.42344,0.248885,1.23585,0.235931,0.537845,0.271495,0.553866,0.466097,2.07128,0.209133,1.13977,0.258123,0.779053,1.26605,2.85053,1.80505,2.91299,0.893915,1.41946,4.47229,2.89121,2.25464,2.57765,6.14611,3.12717,6.0632,6.43849,6.78478,7.24173,9.62135,13.3735,14.327,16.5511,21.1205,28.4126,28.9014,31.9364
3.28169e+08,0.200965,0.502763,0.607467,1.98164,1.52836,2.17084,0.517173,0.961391,1.76015,0.531018,0.88868,0.658991,0.42411,0.248764,1.23806,0.234234,0.538833,0.271384,0.553562,0.467307,2.07231,0.209018,1.1462,0.257981,0.779009,1.26974,3.18397,1.77594,2.91392,0.910313,1.42092,4.11044,2.90101,1.61518,2.56758,6.2184,3.12583,5.98806,6.27038,6.72213,7.21979,8.85335,12.6658,14.4531,16.5949,21.5701,28.2217,28.666,31.6851
3.28172e+08,0.200659,0.502487,0.60893,1.98104,1.52932,2.17285,0.516903,1.04369,1.75988,0.532941,0.318907,0.658762,0.425011,0.24862,1.24014,0.235766,0.539588,0.271273,0.553259,0.468409,2.07317,0.208904,1.14334,0.25784,0.778982,1.271,2.89772,1.8021,2.91461,0.903719,1.42142,4.48763,2.86774,2.23917,2.56385,5.97316,3.11472,6.02314,6.27616,6.59825,7.15074,8.92412,11.6106,13.9413,16.6611,20.8605,28.0244,28.4777,31.4807
3.28176e+08,0.200885,0.502211,0.609873,1.98045,1.52999,2.17464,0.516635,0.982653,1.76064,0.533865,0.875878,0.65853,0.425779,0.248488,1.24207,0.235631,0.540333,0.271162,0.552955,0.469435,2.07391,0.208789,1.14492,0.257698,0.778964,1.2726,3.13576,1.78804,2.91516,0.908407,1.42217,4.12703,2.88862,1.64019,2.56196,6.30726,3.11326,5.96557,6.2854,6.68711,7.0375,8.83209,11.3058,12.8762,16.0593,21.8055,27.9212,28.3025,31.3054
3.2818e+08,0.200682,0.501936,0.61094,1.97985,1.53053,2.17626,0.516366,1.02792,1.76085,0.53499,0.332379,0.658295,0.426547,0.248351,1.24387,0.236344,0.541021,0.271052,0.552652,0.470403,2.07455,0.208674,1.14414,0.257557,0.778953,1.27421,2.93961,1.80261,2.91558,0.907596,1.4228,4.45146,2.87816,2.22222,2.56123,5.94424,3.1112,6.02437,6.248,6.61667,7.12507,8.7457,11.1278,12.4222,15.0383,21.4853,27.9229,28.2311,31.1849
3.28183e+08,0.200828,0.50166,0.611909,1.97925,1.53095,2.17774,0.516098,0.994191,1.7611,0.535936,0.8636,0.658057,0.427282,0.248216,1.24558,0.236612,0.541682,0.270942,0.552349,0.47133,2.07511,0.20856,1.14444,0.257416,0.778948,1.27548,3.0969,1.79632,2.9159,0.909148,1.42344,4.16787,2.89259,1.66002,2.5609,6.29767,3.11057,5.97245,6.30004,6.65645,7.05534,8.83293,10.9364,12.1963,14.6439,21.4303,27.8738,28.2267,31.1648
3.28187e+08,0.200693,0.501385,0.612874,1.97864,1.5313,2.17913,0.51583,1.01906,1.76122,0.536867,0.345112,0.657815,0.428002,0.24808,1.24723,0.237099,0.542317,0.270831,0.552046,0.472226,2.07561,0.208446,1.14414,0.257275,0.778947,1.27697,2.97,1.80484,2.91615,0.909554,1.42405,4.40659,2.88966,2.20918,2.56077,5.97244,3.11,6.02876,6.25041,6.65137,7.09682,8.75991,10.9751,11.9609,14.4279,20.2687,27.6824,28.1389,31.1226
3.2819e+08,0.200787,0.501111,0.613807,1.97803,1.53159,2.18044,0.515562,1.00038,1.76131,0.537745,0.851868,0.657571,0.428704,0.247945,1.24882,0.237463,0.542934,0.270721,0.551743,0.473097,2.07606,0.208331,1.14409,0.257134,0.77895,1.27817,3.06913,1.80256,2.91634,0.910389,1.42465,4.20683,2.89922,1.67597,2.56072,6.25717,3.10964,5.98386,6.3076,6.64139,7.09027,8.80903,10.8993,11.9658,14.2154,20.3193,27.391,27.914,30.9491
3.28194e+08,0.200696,0.500836,0.614721,1.9774,1.53184,2.18169,0.515294,1.014,1.76136,0.538597,0.357179,0.657323,0.429391,0.247809,1.25036,0.237879,0.543532,0.270611,0.551441,0.473947,2.07646,0.208217,1.14388,0.256993,0.778955,1.27955,2.98988,1.80794,2.91647,0.910987,1.42523,4.36832,2.89964,2.19807,2.5607,6.01238,3.1093,6.03261,6.25988,6.67376,7.0826,8.79564,10.923,11.8886,14.2239,19.3081,27.0561,27.6065,30.6649
3.28198e+08,0.200756,0.500562,0.615612,1.97677,1.53205,2.18288,0.515027,1.00361,1.76137,0.539424,0.840662,0.657071,0.430063,0.247674,1.25186,0.238258,0.544114,0.270501,0.551139,0.474779,2.07681,0.208103,1.14372,0.256853,0.778964,1.28072,3.05033,1.8077,2.91656,0.911645,1.42581,4.23623,2.90646,1.69014,2.56068,6.21517,3.10898,5.99552,6.31195,6.639,7.11325,8.7943,10.9205,11.8967,14.1518,19.5413,26.7025,27.2651,30.3326
3.28201e+08,0.200695,0.500288,0.616483,1.97613,1.53223,2.18402,0.51476,1.01101,1.76134,0.540231,0.368623,0.656816,0.430721,0.247539,1.25333,0.238646,0.544679,0.270392,0.550837,0.475593,2.07712,0.207989,1.1435,0.256712,0.778974,1.282,3.00192,1.81141,2.91659,0.912246,1.42637,4.33977,2.90851,2.1878,2.56066,6.04669,3.10866,6.03619,6.27077,6.68594,7.08066,8.82004,10.9082,11.8975,14.164,18.8166,26.382,26.9189,29.9862
3.28205e+08,0.201456,0.500014,0.637701,1.97549,1.53239,2.26534,0.514493,1.00517,1.76129,0.54102,0.872765,0.656558,0.45064,0.247404,1.25501,0.244945,0.545233,0.270282,0.550536,0.47639,2.07738,0.207875,1.14328,0.256572,0.779043,1.28868,3.03782,1.81237,2.91658,0.912843,1.42706,4.25581,2.91376,1.71973,2.56057,6.18114,3.10832,6.00643,6.31518,6.64367,7.1264,8.79146,10.9386,11.8802,14.1709,19.1544,26.0907,26.608,29.6587
3.28208e+08,0.20183,0.49974,0.757027,1.97483,1.55391,2.44508,0.514226,1.00913,1.88099,0.578329,0.488175,0.656297,0.549769,0.247269,1.37104,0.297998,0.565059,0.270172,0.550234,0.477185,2.0776,0.207761,1.14304,0.256432,0.780913,1.35351,3.00862,1.91204,2.91651,0.928292,1.44767,4.3197,2.88307,2.25967,2.55143,6.11546,3.10527,6.00746,6.26836,6.68415,7.09411,8.83842,10.8841,11.915,14.2506,18.6249,25.8592,26.3328,29.3719
3.28212e+08,0.203417,0.499467,0.887899,1.97416,1.78595,2.73923,0.51396,1.00579,2.08084,0.731685,1.0226,0.656032,0.682228,0.247134,1.6212,0.343935,0.759993,0.270094,0.549933,0.531894,2.07778,0.207648,1.14278,0.256291,0.784735,1.54696,3.02942,2.29862,2.91641,1.02171,1.5497,4.26764,2.8225,1.92776,2.52064,6.37741,3.08768,5.9035,6.24594,6.59792,7.18506,8.86805,10.8832,11.8685,14.4741,19.071,25.7022,26.1228,29.1341
3.28216e+08,0.204229,0.499193,1.04188,1.97348,1.96432,3.184,0.513694,1.00784,2.27322,0.997617,0.741903,0.655765,0.83318,0.247,1.88861,0.35519,0.83702,0.269949,0.549633,0.640995,2.07792,0.207534,1.1425,0.256151,0.788563,1.77025,3.01186,2.71693,2.91631,1.24815,1.68835,4.30585,3.11709,2.65592,2.54413,6.51467,3.06858,6.16305,6.25534,6.63537,7.14463,9.20116,10.8811,11.8586,14.7404,18.7989,25.6596,25.9971,28.9764
3.28219e+08,0.199856,0.49892,1.16731,1.9728,2.14745,3.48529,0.513428,1.00587,2.58252,1.22599,1.15637,0.655495,0.976506,0.246865,2.25189,0.426107,0.953704,0.269847,0.549332,0.823242,2.07804,0.207421,1.14221,0.256012,0.794807,2.02163,3.02357,3.11078,2.91614,1.52057,1.84584,4.274,3.67445,2.59917,2.62103,6.79811,3.11936,6.7494,6.74393,6.93102,7.21284,9.3321,11.2796,11.7876,15.1653,19.5011,25.7373,25.9893,28.9215
3.28223e+08,0.203888,0.498648,1.13942,1.9721,2.20019,3.45906,0.513163,1.00687,2.67936,1.22551,0.703352,0.655222,0.934544,0.246731,2.42304,0.452303,0.957159,0.269735,0.549032,0.928938,2.07812,0.207307,1.14191,0.255872,0.802174,2.16583,3.01294,3.42958,2.91592,1.63147,1.99147,4.29618,4.4063,3.17129,2.74778,7.01491,3.2181,7.57673,7.47222,7.6946,7.61292,9.62935,11.6487,12.099,15.3929,19.8345,25.9927,26.1155,28.9974
3.28226e+08,0.202985,0.498375,1.06182,1.97141,2.31941,3.33005,0.512897,1.00565,2.74471,1.24763,1.08044,0.654946,0.834869,0.246597,2.29293,0.429612,0.894324,0.269627,0.548732,0.902604,2.07819,0.207194,1.1416,0.255732,0.808253,2.04499,3.01927,3.22065,2.91568,1.59065,1.94769,4.27676,5.21498,2.73399,2.97228,7.06957,3.38198,8.53946,8.40581,8.53816,8.42705,10.1777,12.0701,12.45,15.6755,20.5247,26.3497,26.4053,29.2236
3.2823e+08,0.202096,0.498103,1.04757,1.9707,2.32913,3.12063,0.512632,1.00606,2.78439,1.13764,0.679807,0.654669,0.868523,0.246463,2.13205,0.436902,0.850833,0.269518,0.548432,0.840485,2.07824,0.207081,1.14129,0.255593,0.815568,1.94694,3.01271,3.03172,2.91539,1.58105,1.85772,4.28919,5.2062,3.08199,3.07096,7.11453,3.58756,8.82644,9.10606,9.38426,9.26651,11.1581,12.3209,12.888,15.8959,20.3753,26.698,26.7662,29.5703
3.28234e+08,0.200764,0.497831,0.59444,1.97,2.24379,2.5194,0.512368,1.00525,2.58747,1.00207,1.09755,0.654389,0.415372,0.246328,2.10165,0.20615,0.867122,0.26941,0.548132,0.70403,2.07827,0.206967,1.14097,0.255453,0.800458,1.92022,3.0159,2.9586,2.91513,1.41366,1.88537,4.27724,5.00513,2.63102,3.01239,7.06968,3.60703,8.60313,9.00116,9.46746,10.0574,11.9785,12.9904,13.1095,16.0644,20.9983,27.0182,27.1073,29.9256
3.28237e+08,0.201136,0.497559,0.675336,1.96929,1.98645,2.31252,0.512103,1.00535,2.2307,0.728105,0.26922,0.654108,0.481664,0.246195,1.5502,0.276398,0.543872,0.269302,0.547833,0.532142,2.0783,0.206854,1.14064,0.255314,0.789632,1.31366,3.0117,2.34644,2.91478,1.23235,1.41794,4.28386,4.91742,2.65974,3.22186,6.74454,3.60672,8.54276,8.79803,9.17621,9.84267,12.471,14.0963,13.6294,15.7246,21.3006,27.328,27.4237,30.2494
3.28241e+08,0.200781,0.497287,0.641052,1.96858,1.8593,2.2752,0.511839,1.00476,1.98171,0.597987,0.977221,0.653825,0.455369,0.246061,1.36623,0.237803,0.584616,0.269195,0.547534,0.503409,2.07833,0.206741,1.14032,0.255175,0.784968,1.36205,3.01307,1.82639,2.91445,0.983937,1.48751,4.27635,4.21045,1.82236,2.81357,6.42228,3.68959,7.94869,8.56863,9.013,9.62363,11.8687,14.6296,14.7242,16.1459,21.4354,27.5305,27.7076,30.5465
3.28244e+08,0.201143,0.497016,0.6563,1.96787,1.61372,2.27138,0.511575,1.00468,1.82692,0.604405,0.280897,0.65354,0.465651,0.245927,1.33569,0.258998,0.568559,0.269088,0.547235,0.502965,2.07834,0.206629,1.13999,0.255036,0.783223,1.32702,3.01024,2.02906,2.91414,0.964021,1.45601,4.27955,3.33012,2.33533,2.71927,6.23115,3.22871,6.65582,7.52382,8.20842,9.37573,11.5402,14.419,15.4771,17.2107,20.1766,27.4672,27.8391,30.7471
3.28248e+08,0.200941,0.496745,0.652617,1.96716,1.61092,2.27287,0.511311,1.00423,1.83575,0.601824,0.96175,0.653253,0.463801,0.245794,1.33328,0.249112,0.575201,0.268979,0.546936,0.50435,2.07836,0.206516,1.13967,0.254897,0.782748,1.34232,3.01057,1.83911,2.91382,0.977304,1.46472,4.27463,3.30283,1.68656,2.64127,6.15237,3.25044,6.46982,6.60845,7.10005,8.53439,10.9642,14.1892,15.4341,17.8652,20.9159,27.3176,27.738,30.7352
3.28252e+08,0.2012,0.496474,0.655867,1.96645,1.60653,2.27489,0.511047,1.00405,1.83168,0.604754,0.297819,0.652966,0.465776,0.24566,1.33508,0.255205,0.574394,0.26887,0.546638,0.505647,2.07837,0.206403,1.13935,0.254758,0.782823,1.33942,3.00853,1.98142,2.9135,0.970192,1.46222,4.27586,3.05638,2.37155,2.61544,6.18426,3.15853,6.32659,6.7383,6.98433,7.48947,10.0533,13.8905,15.2451,17.7641,21.0396,27.3132,27.6191,30.5953
3.28255e+08,0.201089,0.496203,0.656306,1.96574,1.60877,2.27675,0.510784,1.00366,1.83405,0.605487,0.946914,0.652677,0.466351,0.245527,1.33727,0.252911,0.575838,0.268761,0.54634,0.506811,2.07838,0.20629,1.13902,0.254619,0.783137,1.34336,3.00826,1.88228,2.91317,0.976059,1.46418,4.27244,3.15107,1.68927,2.59994,6.16923,3.15461,6.19897,6.49213,7.02849,7.44043,9.1559,13.21,15.0194,17.5676,22.2096,27.4804,27.6658,30.5686
3.28259e+08,0.20128,0.495932,0.657689,1.96503,1.60924,2.27841,0.510521,1.00343,1.83404,0.606798,0.313576,0.652386,0.467297,0.245394,1.33932,0.25491,0.576425,0.268653,0.546042,0.507879,2.07839,0.206178,1.13869,0.25448,0.783557,1.34423,3.00666,1.95949,2.91285,0.974626,1.46495,4.27252,3.05987,2.36179,2.59412,6.1737,3.13824,6.30553,6.50669,6.76575,7.46886,9.23658,12.0361,14.4886,17.3086,21.8397,27.707,27.8575,30.7137
3.28262e+08,0.201229,0.495662,0.658625,1.96432,1.60991,2.27992,0.510258,1.00308,1.83455,0.607747,0.932622,0.652095,0.468054,0.245261,1.34122,0.254635,0.577204,0.268545,0.545744,0.508877,2.07839,0.206066,1.13836,0.254342,0.784024,1.34622,3.00606,1.90827,2.91251,0.976636,1.4662,4.26996,3.12509,1.70793,2.59133,6.17132,3.13597,6.16112,6.54813,6.97129,7.22259,9.21834,11.6696,13.3153,16.6936,22.7651,27.9475,28.0905,30.9417
3.28266e+08,0.201377,0.495392,0.659667,1.96361,1.61032,2.28131,0.509995,1.00281,1.83471,0.608719,0.328396,0.651802,0.468827,0.245128,1.34299,0.255511,0.577859,0.268437,0.545447,0.509826,2.07838,0.205953,1.13803,0.254204,0.784514,1.34752,3.0047,1.94972,2.91218,0.976873,1.46731,4.26937,3.0837,2.34753,2.59047,6.16994,3.13321,6.31147,6.44895,6.81993,7.42562,9.0095,11.5898,12.7715,15.5615,22.3942,28.1975,28.3341,31.1816
3.2827e+08,0.201365,0.495122,0.660621,1.9629,1.61066,2.28261,0.509733,1.00247,1.83485,0.609606,0.918942,0.651507,0.469558,0.244995,1.34467,0.255764,0.57851,0.26833,0.54515,0.510737,2.07836,0.205841,1.13769,0.254065,0.785015,1.3491,3.0039,1.92386,2.91183,0.97783,1.46845,4.26729,3.12134,1.7257,2.59033,6.16925,3.13273,6.16826,6.57939,6.89952,7.27404,9.21358,11.2701,12.6459,15.1014,22.3287,28.3251,28.555,31.4143
3.28273e+08,0.201484,0.494852,0.66157,1.96219,1.6109,2.28384,0.509471,1.00218,1.8349,0.610467,0.342409,0.651212,0.470276,0.244862,1.34628,0.256323,0.579129,0.268223,0.544853,0.51162,2.07832,0.205729,1.13735,0.253927,0.78552,1.35041,3.00268,1.9465,2.91147,0.978394,1.46957,4.26632,3.10213,2.33426,2.59058,6.16718,3.13242,6.31398,6.44423,6.89253,7.35795,9.05126,11.4095,12.2891,14.9731,20.953,28.2303,28.6201,31.55
3.28277e+08,0.201499,0.494583,0.662488,1.96147,1.61109,2.28501,0.509209,1.00185,1.8349,0.611295,0.90588,0.650915,0.470974,0.24473,1.34785,0.256707,0.579731,0.268116,0.544556,0.512481,2.07828,0.205617,1.137,0.253789,0.786029,1.35182,3.00176,1.93392,2.9111,0.979081,1.47067,4.26449,3.12391,1.7418,2.59098,6.1663,3.13249,6.18559,6.59032,6.85577,7.34636,9.15281,11.2646,12.3808,14.6492,21.1172,28.0015,28.4782,31.4838
3.2828e+08,0.201599,0.494314,0.663388,1.96075,1.61123,2.28613,0.508947,1.00154,1.83487,0.612101,0.355692,0.650617,0.471657,0.244597,1.34936,0.257167,0.580314,0.268009,0.54426,0.513322,2.07821,0.205505,1.13664,0.253651,0.786538,1.3531,3.00059,1.94669,2.91071,0.979675,1.47176,4.26328,3.11582,2.3219,2.59144,6.16429,3.13262,6.31338,6.45643,6.9381,7.31544,9.1241,11.319,12.2478,14.7409,19.9274,27.6984,28.2235,31.258
3.28284e+08,0.201631,0.494045,0.664267,1.96003,1.61134,2.2872,0.508686,1.0012,1.8348,0.612885,0.893413,0.650318,0.472325,0.244465,1.35084,0.257575,0.580882,0.267902,0.543964,0.514145,2.07813,0.205393,1.13628,0.253514,0.787048,1.35442,2.9996,1.94102,2.9103,0.980277,1.47284,4.26158,3.12911,1.75676,2.59193,6.16308,3.13281,6.20479,6.59223,6.83995,7.39263,9.10876,11.319,12.275,14.6134,20.2549,27.3621,27.9083,30.9621
3.28288e+08,0.201719,0.493776,0.665126,1.9593,1.61142,2.28833,0.508425,1.00087,1.8347,0.61365,0.368819,0.650017,0.472985,0.244333,1.35229,0.257998,0.581435,0.267795,0.543668,0.514952,2.07802,0.205281,1.13591,0.253376,0.787556,1.35565,2.99846,1.9486,2.90988,0.980846,1.4739,4.26022,3.12673,2.31036,2.59242,6.16117,3.13301,6.31199,6.47375,6.96042,7.30002,9.17296,11.2788,12.2864,14.6474,19.4337,27.0493,27.5762,30.6315
3.28291e+08,0.202033,0.493507,0.741839,1.95857,1.61146,2.36854,0.508201,1.00052,1.83457,0.614396,0.984105,0.649714,0.551173,0.244201,1.43014,0.271208,0.582306,0.267688,0.543372,0.515745,2.0779,0.20517,1.13553,0.253238,0.796548,1.35995,2.99741,2.00226,2.90943,0.981402,1.4759,4.25857,3.1165,1.81117,2.59246,6.1597,3.13307,6.2062,6.58415,6.83742,7.41636,9.09086,11.3583,12.2361,14.6605,19.783,26.7567,27.2704,30.3123
3.28295e+08,0.207386,0.493239,0.832319,1.95783,1.68082,2.62935,0.507923,1.00017,2.13408,0.705913,0.569373,0.649411,0.618237,0.244069,1.57503,0.355602,0.72733,0.267582,0.543077,0.54045,2.07775,0.205058,1.13514,0.253101,0.81735,1.49036,2.99627,2.25285,2.90905,1.01947,1.56383,4.25709,3.07475,2.46995,2.55392,6.26844,3.12142,6.24184,6.44953,6.93807,7.31397,9.2106,11.2134,12.3271,14.7207,19.0975,26.5108,26.9904,30.024
3.28298e+08,0.211618,0.492971,0.997138,1.95709,1.8414,2.92345,0.507649,0.999812,2.30362,0.944873,1.20715,0.649106,0.787859,0.243937,1.84114,0.399276,0.803883,0.267505,0.542781,0.684703,2.07758,0.204947,1.13474,0.252964,0.843705,1.65402,2.99517,2.61194,2.90861,1.19471,1.65448,4.25545,3.22386,2.15993,2.58201,6.5887,3.09431,6.2663,6.54794,6.80388,7.49476,9.21298,11.3367,12.1828,15.0675,19.3427,26.3274,26.7625,29.7733
3.28302e+08,0.220067,0.492703,0.96044,1.95634,2.03465,3.40154,0.507385,0.999451,2.8419,0.582043,0.176681,0.648799,1.06597,0.243805,2.3357,0.539245,0.963713,0.267364,0.542486,0.803417,2.0774,0.204835,1.13434,0.252826,0.898883,1.86892,2.99403,3.17604,2.90827,1.20579,1.85746,4.25391,3.669,2.69702,2.59233,6.83945,3.13261,6.79669,6.74764,7.11236,7.42395,9.56564,11.326,12.2765,15.2488,19.1011,26.2659,26.612,29.5923
3.28306e+08,0.227637,0.492435,1.19707,1.9556,2.31648,3.92326,0.507123,0.999082,3.1622,0.965401,1.07582,0.648492,1.06989,0.243673,2.67398,0.530736,1.11304,0.267265,0.542192,0.955049,2.07721,0.204724,1.13393,0.252689,0.868448,2.00346,2.99291,3.77919,2.9078,1.00309,2.18874,4.25226,4.46751,1.73507,2.648,7.40353,3.14785,7.53469,7.49582,7.59449,7.89382,9.75403,11.757,12.2132,15.83,19.8764,26.3945,26.6029,29.524
3.28309e+08,0.232782,0.492168,1.16646,1.95485,2.44422,3.95691,0.506863,0.998712,3.24136,1.55273,0.193011,0.648184,0.943,0.243542,2.47899,0.489963,1.03534,0.267197,0.541897,0.98019,2.077,0.204613,1.13351,0.252552,0.864291,2.29409,2.99176,3.60897,2.90718,1.71214,2.14344,4.25067,5.622,2.72477,3.02604,7.53925,3.30937,8.86714,8.48638,8.66985,8.40797,10.566,11.8195,12.6095,16.2825,19.1297,26.5841,26.7571,29.6175
3.28313e+08,0.244063,0.491901,1.12026,1.9541,2.46647,3.78663,0.506604,0.998337,1.7417,2.12416,1.05544,0.647875,0.820745,0.243411,2.24847,0.366471,0.951661,0.267213,0.541603,0.913513,2.07678,0.204501,1.1331,0.252415,0.879193,2.2186,2.99062,3.22838,2.9068,2.27716,2.00965,4.24902,5.9353,2.75154,3.21533,6.98343,3.696,9.61929,9.73146,9.78149,9.47577,11.2659,12.6949,12.6053,16.6513,19.8196,26.663,26.9233,29.797
3.28316e+08,0.194193,0.491634,1.15135,1.95335,2.39473,3.62297,0.506345,0.997963,1.94773,2.75009,0.215598,0.647566,0.900635,0.243279,2.16459,0.515883,0.955037,0.267291,0.541309,0.911541,2.07656,0.20439,1.13268,0.252279,0.910671,2.15353,2.98947,3.14101,2.90617,2.8957,1.91429,4.24741,5.50951,4.0794,3.20722,5.78186,3.76892,9.32585,9.82916,10.3683,10.4619,12.3942,13.2632,13.3641,16.5264,19.9216,26.5965,26.9603,29.8917
3.2832e+08,0.214688,0.491367,0.703333,1.9526,2.18326,2.77156,0.506086,0.997589,1.86123,1.69763,1.03674,0.647257,0.460694,0.243148,2.09158,0.202114,0.926441,0.267249,0.541015,0.869616,2.07633,0.204279,1.13226,0.252142,0.897669,2.08238,2.98833,3.04993,2.90564,2.69763,2.01155,4.24577,5.29137,3.57638,3.06526,6.40215,3.69431,8.9744,9.34134,9.76132,11.0447,13.1953,14.2711,13.9079,17.0684,21.1333,26.6421,26.9116,29.865
3.28324e+08,0.194278,0.4911,0.72419,1.95186,1.86434,2.46708,0.505827,0.997216,1.89188,1.29093,0.236778,0.646947,0.52829,0.243017,1.61902,0.314991,0.587609,0.267253,0.540722,0.59283,2.07611,0.204169,1.13184,0.252006,0.857149,1.46586,2.98719,2.41018,2.90491,1.54607,1.55433,4.24415,5.26275,3.5806,3.30228,6.09769,3.64882,8.9307,9.18418,9.57048,10.0844,13.1998,15.6321,14.7866,16.8049,22.0939,26.998,27.0389,29.8991
3.28327e+08,0.210734,0.490834,0.693743,1.95112,2.4424,2.41034,0.505569,0.996845,1.88359,1.24789,1.05973,0.646638,0.501051,0.242886,1.46518,0.253985,0.629188,0.267424,0.540428,0.551309,2.07589,0.204058,1.13143,0.251869,0.826655,1.43333,2.98606,1.99679,2.90426,1.68665,1.59839,4.24253,4.3818,2.03835,2.92731,6.23579,3.78233,8.22417,8.90146,9.35294,10.0594,12.0464,15.9831,16.2262,17.5139,22.9501,27.4766,27.4434,30.1987
