time,Q_29,Q_24,Q_27,Q_67,Q_41,Q_39,Q_15,Q_62,Q_58,Q_53,Q_52,Q_48,Q_9,Q_56,Q_10,Q_33,Q_18,Q_38,Q_46,Q_14,Q_43,Q_32,Q_60,Q_55,Q_8,Q_74,Q_83,Q_86,Q_92,Q_72,Q_97,Q_88,Q_87,Q_82,Q_102,Q_94,Q_110,Q_111,Q_113,Q_114,Q_115,Q_116,Q_117,Q_118,Q_119,Q_120,Q_121,Q_122,Q_123
3.15536e+08,185.303,117.616,250.077,142.147,171.548,181.239,111.442,183.967,203.891,194.77,210.185,194.828,190.361,162.882,189.141,149.647,165.901,160.997,171.172,142.334,152.456,189.676,152.147,165.367,116.266,1e-06,107.138,131.135,1e-06,42.8476,1e-06,48.6221,1e-06,20.681,1e-06,1e-06,1e-06,0.804339,1e-06,69.2917,1e-06,1e-06,83.1216,1e-06,1e-06,23.9539,1e-06,1e-06,9.29562
3.1554e+08,90.5459,416.443,379.208,449.767,359.238,722.845,417.171,134.479,394.615,300.154,55.648,119.96,296.561,178.121,697.581,151.054,269.405,203.888,484.479,355.551,555.237,100.54,201.102,187.615,550.814,276.114,776.733,1102.22,93.6775,797.108,1e-06,1036.9,1e-06,868.002,1e-06,1e-06,14.1096,12.2748,195.973,532.93,1e-06,40.3557,404.874,1e-06,1e-06,1e-06,41.9748,55.3152,81.149
3.15544e+08,179.874,315.827,278.566,315.232,235.939,557.402,330.781,178.699,261.854,219.692,208.539,188.708,215.898,165.081,509.936,149.538,192.743,169.194,321.417,234.659,414.037,183.891,162.178,168.888,522.598,787.421,382.778,618.509,1066.37,301.514,570.185,736.694,919.787,743.753,1e-06,1177.34,589.281,1370.11,1074.74,1121.84,13.0476,566.869,810.196,137.737,324.879,1e-06,225.651,347.974,944.974
3.15547e+08,91.8264,350.879,349.211,374.269,312.228,611.451,356.327,134.864,348.182,275.106,53.4273,121.263,271.279,171.727,582.065,147.099,244.42,192.545,404.593,300.594,465.57,101.932,188.618,180,519.953,506.991,653.866,907.82,512.356,647.026,1089.68,785.714,1396.23,640.441,1e-06,1045.51,210.023,1735.31,2190.27,2447.29,1693.37,1182.08,1936.58,1578.87,1475.08,1e-06,596.71,638.836,1465.67
3.15551e+08,171.474,330.232,286.555,338.711,255.125,579.371,340.571,170.224,280.47,226.822,203.575,179.399,223.331,161.903,540.003,145.355,200.856,169.3,351.07,255.992,435.443,175.052,163.381,166.396,511.776,647.408,429.574,691.035,832.055,391.501,813.204,841.374,1578.2,826.612,612.025,1265.87,859.079,2286.58,2131.48,2382.52,3220.92,3462.34,2539.3,3077.59,3331.13,1e-06,887.295,1010.44,1537.37
3.15554e+08,92.582,332.052,327.528,348.759,286.849,580.471,339.78,134.367,320.786,257.581,51.179,121.746,253.762,165.853,547.307,143.096,227.86,183.434,372.728,276.329,439.322,102.696,178.966,173.254,504.9,566.855,604.003,833.537,646.63,560.696,930.491,697.987,1304.76,589.732,1632.22,1017.7,1773.92,3201.28,3437.35,3509.73,3020.48,3562.25,4913.04,4126.5,4497.44,1e-06,1053.99,1214.36,2035.41
3.15558e+08,163.695,324.938,288.213,336.9,259.518,569.028,333.716,162.687,285.493,228.298,198.767,170.985,224.94,158.445,533.447,141.348,202.742,167.755,353.08,258.557,429.198,166.933,162.468,163.339,497.933,586.021,438.307,702.881,720.246,431.875,862.24,854.484,1493.89,798.389,1670.41,1181.71,2179.18,3538.93,3595.91,3966.8,4469.23,4250.78,4779.32,5981.11,5991.29,1e-06,1124.6,1314.94,1926.66
3.15562e+08,93.0314,321.538,311.311,335.718,271.559,562.608,329.675,133.343,303.256,244.782,49.0602,121.718,241.066,160.554,528.918,139.245,216.251,175.998,356.265,263.249,425.051,103.078,171.318,167.325,491.155,579.273,573.36,790.474,684.301,509.297,868.736,660.219,1313.88,601.774,1584.01,1055.28,1846.09,3304.49,3631.71,3748.76,3972.35,4884.23,5607.41,5565.45,6650.96,232.639,1226.42,1389.87,2145.79
3.15565e+08,156.489,316.778,286.177,329.544,257.557,554.489,325.035,155.945,284.032,226.599,194.116,163.363,223.311,154.845,520.589,137.514,201.323,165.214,347.068,254.884,418.599,159.469,160.302,159.952,484.505,552.675,437.673,698.694,669.284,446.57,857.102,840.077,1420.75,739.288,1591.55,1086.19,2003.16,3279.32,3334.49,3706.8,4014.97,4050.97,5892.31,6592.14,6578.18,4302.78,2309.36,2072.79,2571.32
3.15569e+08,93.2131,312.683,298.543,325.897,260.951,547.229,320.731,131.91,290.787,234.851,47.0635,121.267,231.266,155.701,514.096,135.539,207.479,169.707,344.8,254.269,413.262,103.132,164.99,162.008,477.991,575.132,548.681,758.164,683.496,477.089,837.418,640.076,1302.08,627.114,1564.11,1083.56,1867.1,3315.72,3578.02,3658.61,3916.12,4521.16,5091.91,6110.36,7208.73,7009.71,4749.11,4146.77,4470.52
3.15572e+08,149.805,308.444,282.022,321.174,252.932,539.85,316.427,149.876,279.534,223.154,189.614,156.434,219.915,151.192,507.019,133.838,198.182,162.09,338.89,249.236,407.627,152.594,157.415,156.391,471.607,530.643,434.29,688.885,642.453,447.866,837.066,816.236,1366.33,679.728,1537.8,1010.88,1912.05,3136.68,3266.93,3660.37,3921.11,4140.9,5627.18,5784.77,6245.6,8189.33,7136.86,6796.66,7127.06
3.15576e+08,93.1609,304.379,287.981,317.093,252.582,532.718,312.24,130.166,280.97,226.689,45.1816,120.468,223.236,151.205,500.386,131.974,200.365,164.211,335.11,246.887,402.27,102.904,159.548,157.157,465.35,564.588,526.739,731.055,669.464,455.36,815.07,627.18,1279.88,647.645,1527.25,1091.54,1837.6,3258.33,3435.68,3495.53,3814.98,4297.25,5143.3,6168.16,6674.1,7546.1,8324.81,8342.24,8921.95
3.1558e+08,143.598,300.358,276.698,312.832,247.272,525.689,308.123,144.378,273.69,218.789,185.253,150.114,215.599,147.545,493.756,130.313,194.188,158.649,330.307,243.079,396.95,146.251,154.137,152.756,459.216,513.859,429.751,676.621,624.348,442.365,814.095,789.166,1321.09,629.385,1496.22,956.748,1850.8,3037.29,3235.18,3622.28,3788.06,4077.7,5356.19,5667.99,6474.32,7800.18,8626.25,8790.98,9420.19
3.15583e+08,92.905,296.43,278.863,308.778,245.346,518.811,304.092,128.187,272.6,219.647,43.4077,119.384,216.317,146.997,487.31,128.544,194.25,159.282,326.196,240.221,391.763,102.436,154.717,152.672,453.202,551.438,506.681,707.125,651.642,439.303,795.165,617.506,1253.77,658.829,1486.71,1082.84,1796.01,3182.62,3294.3,3361.61,3762.15,4159.54,5069.1,5907.46,6271.44,7653.51,8764.63,8918.34,9562.14
3.15587e+08,137.825,292.573,270.776,304.744,241.294,512.063,300.137,139.365,267.326,213.98,181.028,144.329,210.843,143.945,480.966,126.927,189.814,155.058,321.84,236.911,386.665,140.387,150.672,149.117,447.306,499.839,424.488,663.191,609.327,433.616,791.557,761.451,1280.9,589.578,1458.57,918.552,1798.3,2952.97,3196.69,3554.31,3638.23,3998.11,5187.59,5599.07,6382.89,7466.08,8691.3,8910.2,9557.37
3.1559e+08,92.4721,288.793,270.721,300.816,238.746,505.447,296.26,126.037,265.075,213.342,41.7354,118.072,210.122,143.032,474.755,125.243,188.766,154.77,317.744,233.959,381.67,101.763,150.319,148.479,441.523,537.296,488.204,685.407,633.274,426.305,775.951,609.203,1226.26,661.284,1446.91,1063.07,1753.02,3103.44,3170.61,3262.96,3711.77,4017.54,4961.5,5709.66,6111.6,7479.69,8602.02,8796.46,9445.75
3.15594e+08,132.45,285.085,264.596,296.951,235.308,498.957,292.456,134.766,260.84,209.001,176.932,139.017,205.922,140.416,468.659,123.674,185.314,151.422,313.632,230.893,376.77,134.956,147.144,145.519,435.852,487.428,418.673,649.24,595.464,423.496,770.187,734.314,1244.03,558.695,1422.47,890.995,1749.26,2875.79,3146.83,3463.58,3507.53,3936.75,5024.46,5479.72,6192.95,7299.75,8507.14,8709.87,9341.25
3.15598e+08,91.8861,281.448,263.264,293.165,232.553,492.592,288.726,123.767,258.091,207.547,40.1587,116.575,204.426,139.272,462.681,122.066,183.706,150.574,309.65,227.985,371.964,100.916,146.242,144.527,430.289,522.929,471.133,665.355,615.394,414.973,757.095,601.334,1198.46,657.127,1408.85,1036.85,1710.88,3024.65,3063.38,3187.81,3643.19,3871.42,4872.07,5543.7,5977.63,7252.77,8391.12,8593.74,9227.05
3.15601e+08,127.438,277.88,258.358,289.448,229.446,486.347,285.066,130.524,254.421,204.005,172.96,134.121,200.989,136.975,456.816,120.546,180.826,147.808,305.716,225.075,367.249,129.918,143.628,141.989,424.832,476.03,412.412,635.125,582.135,412.968,749.99,708.348,1209.6,534.495,1387.39,870.052,1702.63,2803.48,3088.62,3361.77,3403.24,3878.26,4855.1,5363.69,6020.94,7140.57,8291.39,8486.14,9105.57
3.15605e+08,91.168,274.379,256.313,285.803,226.662,480.22,281.475,121.417,251.494,202.124,38.6722,114.933,199.094,135.691,451.062,119.006,178.954,146.629,301.87,222.252,362.623,99.9242,142.415,140.78,419.478,508.726,455.327,646.634,598.286,404.586,738.627,593.423,1170.85,648.517,1372.6,1007.44,1669.85,2947.28,2968.82,3125.6,3557.26,3738.04,4790.74,5374.99,5836.73,7050.18,8180.61,8378.74,8992.7
3.15608e+08,122.759,270.944,252.179,282.226,223.757,474.208,277.952,126.589,248.156,199.078,169.106,129.593,196.127,133.631,445.416,117.536,176.419,144.255,298.089,219.464,358.083,125.234,140.168,138.546,414.225,465.312,405.797,621.054,569.15,402.508,730.82,683.817,1177.15,514.973,1353.28,852.979,1658.21,2735.16,3025.34,3257.17,3319.78,3809.43,4695.57,5261.23,5859.05,6974.76,8081.8,8272.08,8878.55
3.15612e+08,90.3369,267.573,249.756,278.715,221.02,468.308,274.494,119.02,245.202,196.992,37.2705,113.179,194.044,132.269,439.875,116.059,174.441,142.89,294.383,216.738,353.629,98.8103,138.788,137.21,409.069,494.887,440.656,629.018,581.99,394.777,720.626,585.245,1143.71,637.18,1337.99,976.95,1629.88,2871.71,2883.85,3069.62,3461.06,3624.64,4702.67,5208.18,5704.79,6859.57,7974.92,8167.81,8765.05
3.15616e+08,118.385,264.265,246.123,275.27,218.259,462.518,271.101,122.921,242.081,194.266,165.365,125.393,191.38,130.389,434.436,114.638,172.128,140.785,290.743,214.057,349.256,120.872,136.79,135.198,404.009,455.085,398.909,607.148,556.459,392.333,712.532,660.803,1146.36,498.609,1320.2,838.02,1615.88,2670.27,2959.32,3154.58,3249.58,3727.73,4555.24,5160.97,5696.38,6816.83,7880.7,8065.92,8657.95
3.15619e+08,89.4096,261.017,243.519,271.888,215.597,456.834,267.769,116.601,239.17,192.1,35.9487,111.341,189.229,128.991,429.098,113.22,170.129,139.325,287.171,211.428,344.965,97.5961,135.33,133.796,399.042,481.512,427.006,612.354,566.475,385.369,703.149,576.717,1117.17,624.347,1304.84,946.653,1590.96,2798.15,2806.25,3016.03,3361.16,3529.78,4603.2,5054.01,5583.77,6672.04,7776.55,7964.99,8547.28
3.15623e+08,114.291,257.828,240.225,268.567,212.952,451.254,264.499,119.485,236.207,189.59,161.732,121.482,186.77,127.25,423.857,111.847,167.968,137.412,283.664,208.846,340.751,116.802,133.507,131.952,394.165,445.237,391.821,593.484,544.056,382.526,695.018,639.286,1117.04,484.341,1288.18,824.105,1575.49,2608.38,2892.12,3056.5,3186.8,3636.53,4434.26,5054.7,5536.4,6667.93,7686.52,7866.69,8444.29
3.15626e+08,88.4009,254.698,237.556,265.307,210.376,445.775,261.288,114.18,233.37,187.413,34.7023,109.442,184.615,125.844,418.712,110.482,165.991,135.913,280.221,206.311,336.615,96.2999,132.02,130.522,389.378,468.644,414.269,596.527,551.689,376.28,686.225,567.836,1091.29,610.827,1273.01,917.281,1553.12,2726.79,2734.5,2962.85,3262.01,3448.66,4494.59,4916.48,5467.01,6490.41,7586.11,7769.97,8337.99
3.1563e+08,110.452,251.624,234.503,262.106,207.833,440.395,258.135,116.253,230.535,185.061,158.204,117.83,182.306,124.214,413.66,109.156,163.945,134.142,276.84,203.822,332.553,112.996,130.324,128.808,384.677,435.701,384.598,580.107,531.943,373.108,678.197,619.192,1089.04,471.471,1257.22,810.618,1536.85,2549.09,2824.81,2964.05,3127.65,3540.56,4328.46,4941.22,5385.29,6522.84,7498.75,7674.58,8238.29
3.15634e+08,87.3243,248.606,231.836,258.963,205.345,435.113,255.039,111.773,227.785,182.912,33.5268,107.502,180.182,122.818,408.698,107.842,162.011,132.639,273.52,201.378,328.564,94.9381,128.842,127.378,380.06,456.292,402.349,581.449,537.577,367.475,669.86,558.64,1066.12,597.128,1242.39,889.21,1516.38,2657.71,2667.47,2909.12,3166.23,3376.5,4381.23,4794.07,5349.33,6319.02,7403.04,7581.94,8136.17
3.15637e+08,106.849,245.641,228.963,255.876,202.895,429.924,251.998,113.202,225.06,180.68,154.775,114.409,177.988,121.278,403.825,106.561,160.057,130.976,270.259,198.977,324.646,109.431,127.244,125.767,375.526,426.44,377.296,567.044,520.127,364.069,662.01,600.42,1062.23,459.561,1227.32,797.229,1499.8,2492.09,2758.09,2877.55,3069.95,3443.79,4233.1,4823.04,5245.82,6377.91,7317.44,7489.54,8039.84
3.15641e+08,86.1917,242.729,226.334,252.843,200.493,424.827,249.011,109.392,222.4,178.579,32.4183,105.537,175.914,119.905,399.038,105.295,158.178,129.49,267.056,196.619,320.798,93.5248,125.785,124.353,371.073,444.45,391.16,567.048,524.091,358.937,654.049,549.185,1041.66,583.546,1212.89,862.601,1480.76,2590.98,2604.32,2854.55,3075.12,3309.64,4267.07,4683.2,5229.31,6159.41,7226.63,7400.45,7941.45
3.15644e+08,103.461,239.868,223.604,249.864,198.13,419.821,246.077,110.311,219.776,176.446,151.442,111.194,173.817,118.441,394.336,104.058,156.302,127.914,263.909,194.302,317.018,106.085,124.266,122.827,366.698,417.427,369.966,554.312,508.61,355.39,646.414,582.86,1036.53,448.341,1198.44,783.782,1464.21,2437.15,2692.48,2796.87,3012.58,3348.93,4144.4,4703.45,5117.52,6232.44,7142.6,7311.24,7848.52
3.15648e+08,85.0133,237.058,221.035,246.937,195.811,414.902,243.194,107.047,217.206,174.402,31.3728,103.561,171.8,117.097,389.716,102.837,154.481,126.457,260.818,192.026,313.304,92.0723,122.84,121.438,362.4,433.1,380.626,553.267,511.184,350.661,638.775,539.537,1017.92,570.244,1184.45,837.482,1446.28,2526.6,2544.42,2799.15,2989.2,3245.68,4154.94,4580.4,5107.97,6010.71,7056.32,7225.24,7753.58
3.15652e+08,100.272,234.296,218.425,244.061,193.53,410.069,240.362,107.563,214.675,172.356,148.201,108.165,169.786,115.7,385.177,101.642,152.676,124.953,257.781,189.79,309.655,102.938,121.388,119.984,358.177,408.65,362.647,541.918,497.395,347.046,631.373,566.402,1011.84,437.653,1170.56,770.223,1429.95,2384.07,2628.31,2721.64,2955.05,3257.57,4059.78,4585.15,4998.43,6087.45,6974.07,7139.3,7663.9
3.15655e+08,83.7987,231.582,215.925,241.236,191.29,405.32,237.579,104.745,212.191,170.373,30.3867,101.584,167.831,114.39,380.717,100.464,150.914,123.532,254.796,187.593,306.069,90.5913,120,118.628,354.027,422.22,370.68,540.056,498.816,342.641,624.022,529.761,994.887,557.302,1157.01,813.808,1412.91,2464.53,2487.28,2743.15,2908.5,3183.18,4046.53,4483.03,4987.03,5871.04,6891.78,7056.12,7572.32
3.15659e+08,97.2655,228.916,213.418,238.458,189.089,400.653,234.843,104.944,209.748,168.404,145.049,105.303,165.892,113.05,376.333,99.3096,149.173,122.091,251.863,185.433,302.545,99.9736,118.606,117.236,349.948,400.096,355.374,529.866,486.48,339.015,616.854,550.939,988.109,427.403,1143.62,756.558,1396.93,2332.71,2565.81,2651.38,2897.24,3170.52,3977.63,4469.93,4886.41,5944.42,6811.59,6973.35,7485.66
3.15662e+08,82.556,226.295,210.993,235.729,186.925,396.066,232.155,102.489,207.348,166.484,29.4567,99.6168,163.999,111.776,372.024,98.1721,147.469,120.71,248.98,183.31,299.081,89.0911,117.259,115.916,345.94,411.788,361.262,527.373,486.949,334.873,609.768,519.916,972.554,544.755,1130.52,791.499,1380.64,2404.71,2432.52,2686.85,2832.77,3121.39,3942.73,4389.34,4868.08,5738.55,6732.76,6892.84,7397.35
3.15666e+08,94.4268,223.718,208.579,233.046,184.798,391.557,229.512,102.443,204.988,164.585,141.981,102.593,162.129,110.489,367.789,97.0561,145.789,119.325,246.146,181.224,295.676,97.1753,115.917,114.58,342,391.761,348.176,518.155,475.863,331.276,602.833,536.375,965.263,417.535,1117.6,742.82,1365.08,2282.96,2505.1,2585.56,2839.26,3088.04,3897.09,4358.83,4779.72,5804.57,6654.83,6813.09,7313.51
3.1567e+08,81.2924,221.185,206.229,230.408,182.707,387.124,226.914,100.285,202.669,162.727,28.5796,97.666,160.298,109.253,363.626,95.9572,144.141,117.985,243.36,179.173,292.329,87.5796,114.612,113.298,338.126,401.778,352.32,515.18,475.551,327.352,595.993,510.058,950.902,532.609,1104.93,770.454,1349.44,2347.08,2379.87,2630.58,2761.65,3059.98,3843.86,4298.26,4752.22,5611.72,6579.03,6735.16,7228.38
3.15673e+08,91.743,218.695,203.901,227.815,180.651,382.766,224.36,100.048,200.389,160.894,138.996,100.019,158.492,108.013,359.533,94.8783,142.518,116.65,240.621,177.156,289.039,94.5292,113.317,112.012,334.318,383.637,341.075,506.781,465.542,323.811,589.286,522.62,943.252,408.015,1092.45,729.057,1334.32,2234.71,2446.25,2523.67,2781.32,3010.09,3817.72,4252.32,4677.11,5668.76,6503.5,6658.24,7147.2
3.15677e+08,80.0143,216.247,201.625,225.265,178.63,378.481,221.849,98.1344,198.147,159.096,27.7523,95.7379,156.72,106.814,355.508,93.8162,140.924,115.351,237.928,175.173,285.803,86.0637,112.053,110.768,330.574,392.168,343.808,503.445,464.59,320.07,582.678,500.233,929.915,520.856,1080.19,750.57,1319.26,2291.55,2329.1,2574.65,2694.69,2998.88,3749.9,4209.2,4640.14,5489.52,6430.41,6582.84,7065.11
3.1568e+08,89.2018,213.839,199.378,222.758,176.642,374.267,219.38,97.7508,195.942,157.324,136.091,97.5698,154.975,105.619,351.55,92.7729,139.355,114.064,235.28,173.224,282.622,92.0224,110.804,109.528,326.892,375.721,334.089,495.74,455.511,316.603,576.19,509.595,922.027,398.821,1068.13,715.322,1304.6,2187.89,2389.3,2465.23,2723.65,2936.43,3739.39,4150.53,4577.79,5537.45,6357.32,6508.58,6986.48
3.15684e+08,78.7274,211.471,197.175,220.292,174.687,370.123,216.951,96.0382,193.773,155.585,26.9719,93.8374,153.261,104.456,347.658,91.7459,137.813,112.806,232.675,171.306,279.493,84.5494,109.58,108.322,323.271,382.934,335.688,492.138,454.041,313.021,569.802,490.481,909.573,509.483,1056.28,731.744,1290.07,2238.04,2280.04,2519.32,2631.46,2938.18,3660.65,4121.88,4532.13,5371.23,6286.71,6435.62,6907.28
3.15688e+08,86.7924,209.143,195.002,217.867,172.765,366.048,214.563,95.5438,191.641,153.872,133.261,95.2343,151.573,103.303,343.83,90.7366,136.296,111.562,230.114,169.42,276.416,89.6435,108.372,107.125,319.71,368.009,327.233,485.023,445.764,309.638,563.525,497.228,901.545,389.938,1044.62,701.662,1275.86,2142.43,2334.23,2409.82,2666.52,2866.74,3662.11,4053.33,4481.23,5410.8,6216.03,6363.87,6831.1
3.15691e+08,77.4366,206.852,192.87,215.482,170.874,362.039,212.213,93.9972,189.543,152.189,26.2359,91.9683,149.915,102.176,340.065,89.7432,134.805,110.343,227.595,167.565,273.389,83.0416,107.187,105.956,316.207,374.057,327.925,481.235,443.878,306.197,557.347,480.836,889.856,498.474,1033.15,713.881,1261.83,2186.45,2232.56,2464.84,2571.55,2878.03,3575.77,4036.2,4428.28,5256.4,6147.71,6293.27,6754.66
3.15695e+08,84.5047,204.599,190.768,213.135,169.013,358.095,209.902,93.4203,187.48,150.532,130.505,93.003,148.282,101.061,336.361,88.7665,133.337,109.141,225.116,165.74,270.411,87.3821,106.02,104.8,312.761,360.495,320.516,474.625,436.297,302.904,551.272,485.458,881.764,381.353,1021.87,688.125,1248.07,2098.28,2281,2357.06,2610.13,2800.65,3585.99,3960.5,4387.16,5288.8,6079.41,6223.9,6680.85
3.15698e+08,76.146,202.382,188.704,210.827,167.183,354.216,207.629,92.0117,185.449,148.903,25.5416,90.1334,146.677,99.9701,332.717,87.8051,131.893,107.961,222.678,163.945,267.482,81.5446,104.872,103.667,309.371,365.515,320.488,470.711,434.079,299.59,545.294,471.325,870.745,487.81,1010.77,696.893,1234.5,2136.71,2186.55,2411.37,2514.57,2818.6,3494.92,3952.16,4328.49,5144.76,6013.25,6155.58,6607
3.15702e+08,82.3297,200.201,186.671,208.556,165.383,350.399,205.392,91.3745,183.452,147.299,127.82,90.8673,145.097,98.8918,329.131,86.8596,130.472,106.797,220.279,162.178,264.6,85.2291,103.742,102.549,306.036,353.176,313.947,464.536,427.101,296.39,539.413,474.229,862.65,373.054,999.853,674.747,1221.17,2055.37,2229.56,2306.66,2554.68,2737.82,3511.15,3871.74,4295.43,5171.34,5947.22,6088.47,6535.48
3.15706e+08,74.8595,198.055,184.671,206.321,163.611,346.643,203.191,90.0812,181.487,145.722,24.8867,88.3351,143.542,97.8346,325.603,85.9289,129.074,105.655,217.919,160.44,261.764,80.0619,102.632,101.452,302.754,357.291,313.351,460.546,424.623,293.192,533.626,461.969,852.22,477.477,989.111,680.702,1208.04,2088.73,2141.92,2359.06,2460.19,2760.06,3417.74,3869.81,4232.62,5036.14,5883.12,6022.35,6464.11
3.15709e+08,80.2589,195.943,182.703,204.122,161.867,342.947,201.025,89.4013,179.553,144.17,125.203,88.8199,142.012,96.7912,322.132,85.0134,127.699,104.529,215.596,158.73,258.973,83.1758,101.538,100.37,299.524,346.048,307.53,454.748,418.171,290.085,527.932,463.493,844.168,365.03,978.538,661.562,1195.13,2013.68,2179.87,2258.33,2500.31,2677.9,3437.74,3786.75,4205.94,5058.22,5819.29,5957.4,6394.8
3.15713e+08,73.5803,193.865,180.766,201.957,160.152,339.31,198.893,88.2049,177.649,142.642,24.269,86.5749,140.507,95.7667,318.715,84.1121,126.345,103.422,213.31,157.047,256.227,78.5966,100.462,99.3067,296.346,349.366,306.491,450.721,415.491,286.995,522.328,452.785,834.259,467.459,968.135,665.237,1182.42,2042.43,2098.59,2308,2408.12,2702.56,3343.88,3789.23,4140.44,4930.43,5757.15,5893.39,6325.77
3.15716e+08,78.2848,191.819,178.86,199.827,158.463,335.729,196.795,87.4963,175.776,141.138,122.653,86.8542,139.025,94.7565,315.352,83.2251,125.013,102.331,211.06,155.39,253.523,81.2149,99.4023,98.2586,293.217,339.106,301.269,445.251,409.498,283.979,516.812,453.207,826.287,357.271,957.896,648.596,1169.92,1973.14,2131.85,2211.87,2447.15,2620.6,3365.86,3705.22,4118.67,4949.2,5695.42,5830.49,6258.59
3.1572e+08,72.311,189.806,176.983,197.73,156.8,332.206,194.73,86.3819,173.932,139.658,23.6863,84.8538,137.566,93.7637,312.042,82.352,123.701,101.258,208.845,153.759,250.863,77.1512,98.3598,97.2286,290.138,341.726,299.887,441.218,406.667,280.991,511.383,443.786,816.844,457.743,947.817,650.435,1157.61,1997.73,2056.51,2258.26,2358.14,2646.23,3273.03,3710.49,4051.74,4827.57,5635.17,5768.5,6191.8
3.15724e+08,76.4005,187.823,175.136,195.666,155.164,328.737,192.698,85.6555,172.117,138.201,120.167,84.9642,136.13,92.7851,308.784,81.4925,122.41,100.202,206.665,152.154,248.243,79.3394,97.3333,96.2134,287.107,332.346,295.165,436.036,401.076,278.065,506.038,443.335,808.979,349.767,937.896,635.871,1145.49,1933.72,2085.45,2167.08,2395.27,2565.65,3295.62,3626.87,4033.6,4844.07,5575.44,5707.57,6126.68
3.15727e+08,71.0541,185.872,173.317,193.634,153.553,325.322,190.696,84.611,170.33,136.767,23.1365,83.1725,134.716,91.8227,305.576,80.6463,121.139,99.1622,204.519,150.573,245.665,75.7275,96.3229,95.2149,284.123,334.354,293.523,432.02,398.134,275.171,500.777,434.981,799.953,448.314,928.13,636.241,1133.56,1954.55,2015.62,2209.89,2310.02,2591.15,3204.92,3633.64,3966.28,4727.5,5517.02,5647.53,6062.02
3.15731e+08,74.5996,183.951,171.527,191.634,151.967,321.959,188.726,83.8752,168.57,135.354,117.743,83.1447,133.325,90.8743,302.417,79.8132,119.887,98.1383,202.406,149.017,243.126,77.5432,95.328,94.2311,281.185,325.764,289.218,427.093,392.897,272.333,495.597,433.844,792.217,342.507,918.514,623.401,1121.82,1895.38,2040.6,2123.82,2344.73,2512.83,3227.09,3551.44,3950.73,4742.59,5459.19,5588.48,5998.88
3.15734e+08,69.8115,182.059,169.764,189.664,150.405,318.648,186.786,82.8908,166.838,133.964,22.6178,81.5314,131.954,89.9412,299.307,78.9928,118.655,97.1304,200.326,147.485,240.626,74.3273,94.3484,93.2629,278.292,327.236,287.381,423.114,389.878,269.53,490.496,426.376,783.569,439.16,909.047,622.606,1110.25,1912.83,1975.87,2162.89,2263.59,2537.4,3139.3,3558.72,3883.85,4630.17,5402.52,5530.3,5936.25
3.15738e+08,72.8762,180.196,168.027,187.724,148.867,315.388,184.876,82.1522,165.132,132.595,115.378,81.391,130.604,89.0217,296.244,78.185,117.441,96.1377,198.277,145.976,238.164,75.8206,93.3838,92.3091,275.443,319.355,283.426,418.414,384.953,266.777,485.473,424.706,775.976,335.482,899.724,611.198,1098.87,1858.09,1997.23,2081.97,2295.56,2461.93,3160.32,3478.69,3870.04,4644.53,5346.52,5473.06,5875.02
3.15742e+08,68.5849,178.362,166.317,185.813,147.353,312.177,182.995,81.22,163.452,131.246,22.1284,79.9303,129.275,88.1167,293.228,77.3893,116.246,95.1602,196.259,144.49,235.74,72.9518,92.4338,91.3701,272.637,320.36,281.448,414.486,381.885,264.06,480.526,417.975,767.672,430.271,890.543,609.488,1087.65,1872.5,1937.21,2117.26,2218.72,2485.02,3075.97,3485.76,3804.25,4535.55,5291.54,5416.66,5814.34
3.15745e+08,71.2252,176.555,164.633,183.932,145.861,309.015,181.142,80.4837,161.797,129.918,113.072,79.6989,127.966,87.225,290.257,76.6057,115.069,94.1974,194.272,143.026,233.352,74.1665,91.4982,90.445,269.874,313.114,277.789,409.989,377.236,261.388,475.654,415.894,760.234,328.681,881.502,599.271,1076.61,1821.81,1955.28,2041.4,2247.76,2412.79,3095.32,3408.43,3791.51,4549.7,5237.28,5361.16,5754.93
3.15749e+08,67.3756,174.775,162.974,182.078,144.392,305.9,179.317,79.5971,160.167,128.61,21.6666,78.3691,126.676,86.347,287.331,75.8338,113.909,93.2491,192.315,141.585,231,71.602,90.5766,89.534,267.152,313.713,275.711,406.122,374.142,258.753,470.856,409.779,752.245,421.636,872.596,596.847,1065.73,1833.49,1899.6,2072.99,2175.28,2434.02,3014.76,3414.76,3727.3,4443.56,5183.93,5306.47,5696.11
3.15752e+08,69.6416,173.022,161.34,180.253,142.945,302.832,177.519,78.8669,158.562,127.322,110.822,78.0647,125.406,85.4819,284.449,75.0735,112.767,92.315,190.387,140.164,228.683,72.5764,89.6688,88.6365,264.471,307.037,272.304,401.81,369.739,256.16,466.129,407.388,744.968,322.097,863.824,587.623,1055.02,1786.5,1914.69,2002.05,2201.34,2365.28,3032.1,3340.48,3715.13,4457.92,5131.32,5252.64,5638.47
3.15756e+08,66.1848,171.295,159.73,178.454,141.519,299.809,175.748,78.0206,156.98,126.052,21.2307,76.8473,124.154,84.6298,281.609,74.3244,111.642,91.3949,188.487,138.765,226.401,70.2786,88.7745,87.7524,261.829,307.284,270.16,398.011,366.639,253.604,461.472,401.788,737.269,413.245,855.182,584.651,1044.46,1795.74,1863.01,2030.06,2133.17,2384.43,2955.5,3345.71,3652.83,4354.17,5079.56,5199.59,5581.44
